単語,観点,関連語
メタン,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"二酸化炭素,  地球温暖化,  排出量削減,  再生可能エネルギー,  持続可能性,  バイオガス,  森林保護,  気候変動,  グリーンテクノロジー,  環境規制"
フロン,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候  , 関係,  変化,  観察,  環境,  生態系,  経済,  資源,  化学物質,  気候"
フロン,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"事柄, 事象, 現象, 人体・生理・病気, 自然, 生物, 生活, 社会活動, 組織, 産業, 制度  , 問題, 現象, 状況, 症状, 環境, 生態, 日常, 活動, 組織, 産業, 制度  "
フロン,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"フロン,  オゾン層,  環境,  加熱,  破壊,  化学反応,  地球温暖化,  冷蔵庫,  気候変動,  国際規制"
フロン,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"事柄, 事象, 現象, 自然, 物質, 社会活動, 産業, 組織, 制度, 生活, 人造物"
オゾン層,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"オゾン,  オゾンホール,  積乱雲,  クロロフルオロカーボン,  紫外線,  温室効果ガス,  大気汚染,  環境保護,  化学反応,  毛皮製品"
オゾン層,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"破壊,  オゾン,  大気,  冷媒,  穴,  環境,  UV-B,  防止,  モントリオール議定書,  化学物質"
オゾン層,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"オゾン,  UV,  紫外線,  オゾンホール,  破壊,  健康,  環境,  気候変動,  気温上昇,  炭化水素"
オゾン層,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"環境保護,  温室効果ガス,  クロロフルオロカーボン,  グリーンハウス効果,  冷蔵庫,  環境規制,  持続可能な,  環境意識,  地球温暖化,  環境保全"
生態系,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  生物多様性,  持続可能性,  森林,  湖沼,  大気汚染,  気候変動,  二酸化炭素,  持続可能な開発,  生態系サービス"
生態系,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"熱帯雨林,  生態系,  森林破壊,  絶滅危惧種,  気候変動,  持続可能性,  生物多様性,  環境汚染,  過剰開発,  海洋酸性化"
生態系,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄,  事象,  現象,  自然,  生物,  社会活動,  産業,  物質,  天候"
生態系,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"生物多様性,  持続可能性,  環境保護,  森林伐採,  排出ガス削減,  生態系バランス,  鳥獣保護,  持続可能な開発,  天然資源保護,  環境破壊"
生物多様性,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"生態系,  種,  絶滅,  保存,  森林,  水質,  環境,  農業,  植物,  動物"
生物多様性,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"生態系,  種の絶滅,  森林破壊,  絶滅危惧種,  侵略的外来種,  持続可能な開発,  枯渇資源,  地球温暖化,  汚染,  保護区"
生物多様性,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  生態系,  種の多様性,  絶滅危惧種,  保全活動,  森林破壊,  水質汚染,  気候変動,  鳥類減少,  野生動物生息地"
生物多様性,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"対策,  保護区,  里山,  保全,  侵略的外来種,  森林再生,  持続可能な開発,  湿地保護,  絶滅危惧種,  持続可能性"
環境破壊,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"炭化物,  森林,  汚染,  温室効果ガス,  過剰消費,  土壌劣化,  乱伐,  化学肥料,  産業廃棄物,  停滞排水"
環境破壊,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"環境,  持続可能性,  汚染,  森林破壊,  土壌劣化,  気候変動,  海洋酸性化,  生物多様性減少,  公害,  グリーンハウス効果"
環境破壊,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"破壊, 温室効果ガス, 森林伐採, 地球温暖化, 排出, 水質汚染, 大気汚染, 生態系, 廃棄物, 過剰消費"
環境破壊,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"環境保護,  再生可能エネルギー,  リサイクル,  持続可能性,  グリーンテクノロジー,  消費の抑制,  森林保護,  水資源管理,  カーボンオフセット,  循環型社会"
森林破壊,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"森林伐採,  違法伐採,  トロピカルデフ  ォレステーション,  薪炭採取,  土地開発,  工業化,  農業拡大,  道路建設,  不法侵入,  ペストリサイクリング"
森林破壊,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"森林破壊,  環境破壊,  伐採,  土壌浸食,  物種喪失,  森林火災,  酸性雨,  気候変動,  持続可能性,  バイオダイバーシティ"
森林破壊,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"森林破壊,  災害,  気候変動,  生態系,  動植物,  砂漠化,  人間活動,  持続可能性,  大気汚染,  水資源"
森林破壊,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"森林保護,  持続可能性,  伐採,  森林管理計画,  森林再生,  生態系,  違法伐採,  森林保護区,  木材認証,  持続可能な開発"
砂漠化,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),乾燥、土壌劣化、気候変動、過放牧、森林伐採、過耕作、過剰採掘、排水、過剰開発、過度な灌漑
砂漠化,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"砂漠化,  乾燥,  土壌劣化,  林木伐採,  灌漑,  過放牧,  土壌保全,  水資源枯渇,  気候変動,  農地荒廃"
砂漠化,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"砂漠,  干ばつ,  土壌劣化,  水不足,  植生喪失,  飢餓,  風下地域,  労働移動,  環境課題,  持続可能性"
砂漠化,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"土壌改良,  植林,  乾燥地,  灌漑,  過放牧,  砂防,  再生可能エネルギー,  適切な開発,  環境教育,  防風林"
持続可能性,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  環境,  リサイクル,  再生可能エネルギー,  グリーンテクノロジー,  持続可能な消費,  カーボンフットプリント,  バイオデバーシティ,  サーキュラーエコノミー,  サステナビリティ"
持続可能性,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"地球温暖化,  再生可能エネルギー,  バイオ多様性,  プラスチック廃棄物,  持続可能な開発,  水資源管理,  気候変動,  持続不可能な消費,  環境破壊,  社会的格差"
持続可能性,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"事柄, 事象, 現象, 自然, 生物, 社会活動, 産業, 物質, 天候, 資源, エネルギー, 気候変動, 生態系, 種の多様性, 持続可能な開発, 再生可能エネルギー, 廃棄物削減, 循環経済, 極端な天候"
持続可能性,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"対策,  環境,  再生可能エネルギー,  リサイクル,  持続可能な,  バイオ多様性,  カーボンフットプリント,  低炭素,  エコフレンドリー,  再利用"
サステナブル,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"自然,  環境,  再生可能エネルギー,  削減,  リサイクル,  持続可能性,  グリーン,  クライメートチェンジ,  自給自足,  資源管理"
サステナブル,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"持続可能性,  環境保護,  再生可能エネルギー,  リサイクル,  持続可能消費,  持続可能開発目標,  グリーンテクノロジー,  持続可能な農業,  持続可能な都市,  グリーンビジネス"
サステナブル,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"環境,  温室効果ガス,  再生可能エネルギー,  リサイクル,  持続可能性,  生態系,  社会責任,  持続可能な開発,  グリーンテクノロジー,  バイオダイバーシティ"
サステナブル,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"環境保護,  再生可能エネルギー,  リサイクル,  CO2削減,  持続可能性,  グリーンテクノロジー,  自然保護,  エコフレンドリー,  バイオ多様性,  カーボンフットプリント"
再生可能エネルギー,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"風力,  太陽光,  水力,  地熱,  バイオマス,  原子力,  グリッド,  再生可能,  カーボンニュートラル,  発電量"
再生可能エネルギー,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"再生可能エネルギー,  資源,  持続可能性,  温室効果ガス,  太陽光発電,  風力発電,  バイオマス,  グリーンエネルギー,  省エネルギー,  グリッド統合"
再生可能エネルギー,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"再生可能エネルギー, 環境, 持続可能性, クリーンエネルギー, 温室効果ガス, エコシステム, 地球温暖化, リサイクル, バイオマス, 風力発電"
再生可能エネルギー,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"再生可能エネルギー,  太陽光発電,  風力発電,  水力発電,  地熱発電,  バイオマスエネルギー,  廃棄物エネルギー,  潮力発電,  太陽熱,  焼却熱源"
太陽光発電,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"太陽光,  発電,  省エネルギー,  再生可能エネルギー,  グリーンエネルギー,  炭素排出,  グリッド接続,  太陽電池パネル,  インバーター,  大気汚染"
太陽光発電,課題 (事柄/事象/現象/人体・生理・病気/自然/生物/生活/社会活動/組織/産業/制度),"効率,  施工コスト,  需要,  変動,  天候,  貯蔵,  信頼性,  調整,  設置面積,  環境影響"
太陽光発電,影響 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"太陽光,  発電,  エネルギー,  太陽光パネル,  グリッド接続,  持続可能性,  環境保護,  再生可能エネルギー,  需要,  施設"
太陽光発電,対策 (事柄/事象/現象/自然/物質/社会活動/産業/組織/制度/生活/人造物),"再生可能エネルギー,  太陽光パネル,  太陽電池,  グリッド接続,  太陽光発電所,  太陽光エネルギー,  太陽光パネル製造,  太陽光パネル設置,  太陽光発電技術,  太陽光発電効率"
風力発電,背景 (事柄/事象/現象/自然/生物/社会活動/産業/物質/天候),"風,  エネルギー,  風力,  発電,  再生可能エネルギー,  環境,  温室効果ガス,  可再生エネルギー,  電力,  運転率"
