単語,観点,関連語
炭素税,背景,"炭素排出量,  温室効果ガス,  気候変動,  環境保護,  持続可能性,  グリーンエネルギー,  再生可能エネルギー,  環境税,  クリーンテクノロジー,  持続可能な開発"
炭素税,課題,"温室効果ガス, 排出削減, 持続可能性, 気候変動, 環境保護, 二酸化炭素, エネルギー効率, 林業, 再生可能エネルギー, 地球温暖化"
炭素税,影響,"炭素税,  温室効果ガス,  グリーンエネルギー,  再生可能エネルギー,  温暖化,  環境保護,  持続可能性,  カーボンニュートラル,  エコロジー,  循環経済"
炭素税,対策,"二酸化炭素,  温室効果ガス,  再生可能エネルギー,  カーボンニュートラル,  持続可能性,  グリーンテクノロジー,  ローカルフード,  森林保護,  ゼロエミッション,  エコロジカルデザイン"
地球温暖化,持続可能性,"気候変動,  再生可能エネルギー,  持続可能性,  グリーンテクノロジー,  カーボンフットプリント,  森林保護,  バイオマス,  グリーンビルディング,  リサイクル,  持続可能な開発  "
地球温暖化,技術,"再生可能エネルギー,  カーボンオフセット,  グリーンテクノロジー,  ゼロエミッション,  エコフレンドリー,  カーボンニュートラル,  クリーンエネルギー,  エミッション削減,  レジリエンス,  サステナビリティ"
地球温暖化,経済,"気候変動,  カーボンフットプリント,  再生可能エネルギー,  持続可能性,  グリーンテクノロジー,  エコノミー,  グリーンボンド,  エコロジカルフットプリント,  クリーンエネルギー,  グリーンマーケット"
地球温暖化,環境負荷,"二酸化炭素,  森林伐採,  化石燃料,  メタン,  海洋酸性化,  プラスチック,  過度な消費,  モーター車,  大気汚染,  グリーンハウス効果ガス"
地球温暖化,政策,"温室効果ガス,  再生可能エネルギー,  気候変動,  持続可能性,  カーボンオフセット,  環境保護,  パリ協定,  持続可能開発目標,  レジリエンス,  エコロジカルフットプリント"
地球温暖化,背景,"温室効果ガス,  化石燃料,  森林伐採,  工業活動,  自動車排ガス,  二酸化炭素,  メタン,  酸性雨,  熱帯雨林,  海氷減少"
地球温暖化,課題,"地球温暖化,  温室効果ガス,  気候変動,  持続可能性,  絶滅,  化石燃料,  森林伐採,  氷河融解,  海面上昇,  災害ris_at_least:10"
地球温暖化,影響,"気温上昇,  氷河融解,  水位上昇,  極端気候,  干ばつ,  洪水,  飢餓,  動植物の絶滅,  熱波,  農作物の被害"
地球温暖化,対策,"温室効果ガス,  再生可能エネルギー,  持続可能性,  森林保護,  環境保護,  カーボンオフセット,  再利用,  バイオ燃料,  持続可能な開発,  グリーンテクノロジー"
気候変動,持続可能性,"気候変動,  持続可能性,  環境,  再生可能エネルギー,  温室効果ガス,  持続可能な開発,  生態系,  カーボンフットプリント,  持続可能な農業,  気候行動"
気候変動,技術,"地球温暖化,  再生可能エネルギー,  カーボンオフセット,  持続可能性,  バイオマスエネルギー,  グリーンテクノロジー,  エネルギー効率,  クリーンエネルギー,  脱炭素化,  持続可能な開発"
気候変動,経済,"気候変動,  経済,  温室効果ガス,  再生可能エネルギー,  持続可能性,  カーボンニュートラル,  適応策,  温暖化,  森林破壊,  脱炭素社会"
気候変動,環境負荷,"気候変動,  温室効果ガス,  二酸化炭素,  森林伐採,  海面上昇,  化石燃料,  持続可能性,  再生可能エネルギー,  バイオマス,  水資源"
気候変動,政策,"持続可能性,  再生可能エネルギー,  グリーンテクノロジー,  地球温暖化,  温室効果ガス,  カーボンオフセット,  森林保全,  再利用,  クリーンエネルギー,  持続可能な開発  "
気候変動,背景,"気候変動,  温室効果ガス,  二酸化炭素,  温暖化,  森林伐採,  化石燃料,  海面上昇,  水蒸気,  太陽放射,  大気循環"
気候変動,課題,"温室効果ガス,  化石燃料,  持続可能性,  海面上昇,  森林破壊,  再生可能エネルギー,  気候変動適応,  環境保護,  持続可能な開発,  カーボンフットプリント"
気候変動,影響,"気温上昇,  酸性雨,  干ばつ,  洪水,  塩害,  森林火災,  動植物の絶滅,  食料不足,  熱波,  水資源の枯渇"
気候変動,対策,"温室効果ガス,  再生可能エネルギー,  持続可能性,  森林保護,  再利用,  カーボンオフセット,  グリーンテクノロジー,  ゼロエミッション,  サステナビリティ,  海洋保護"
環境負荷,持続可能性,"持続可能性,  環境,  負荷,  温室効果ガス,  再生可能エネルギー,  削減,  リサイクル,  地球温暖化,  持続可能な開発,  自然資源"
環境負荷,技術,"再生可能エネルギー,  再利用,  再生可能資源,  非化石燃料,  カーボンニュートラル,  グリーンテクノロジー,  持続可能性,  リサイクル,  環境保護,  低炭素社会"
環境負荷,経済,"環境負荷,  経済,  関係,  語彙,  経済学,  持続可能性,  資源,  循環,  グリーン,  インフラ"
環境負荷,環境負荷,"炭素排出,  森林破壊,  水資源枯渇,  土地利用変化,  生物多様性喪失,  大気汚染,  海洋汚染,  過剰包装,  過剰消費,  過剰排出"
環境負荷,政策,"環境保護,  再生可能エネルギー,  カーボンオフセット,  バイオ燃料,  リサイクル,  持続可能性,  森林保護,  削減目標,  環境税,  エコロジカルフットプリント"
環境負荷,背景,"資源枯渇,  気候変動,  持続可能性,  再生可能エネルギー,  化石燃料,  バイオディバーシティ,  持続可能な消費,  環境保護,  カーボンフットプリント,  リサイクル"
環境負荷,課題,"炭素排出,  持続可能性,  再生可能エネルギー,  リサイクル,  森林破壊,  地球温暖化,  資源枯渇,  環境汚染,  水資源枯渇,  海洋プラスチック化"
環境負荷,影響,"炭素排出量,  再生可能エネルギー,  持続可能性,  生態系,  リサイクル,  水資源,  持続可能な開発,  気候変動,  環境保護,  生物多様性"
環境負荷,対策,"対策,  再生可能エネルギー,  廃棄物削減,  循環経済,  持続可能性,  カーボンフットプリント,  リサイクル,  持続可能な開発,  気候変動,  生物多様性"
パリ協定,持続可能性,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  環境保護,  二酸化炭素,  森林保護,  グリーンエネルギー,  循環経済,  持続可能な開発"
パリ協定,技術,"温室効果ガス,  再生可能エネルギー,  カーボンオフセット,  持続可能性,  脱炭素,  クリーンエネルギー,  森林保護,  エネルギー効率,  持続可能な開発,  循環経済"
パリ協定,経済,"温室効果ガス,  温暖化,  脱炭素化,  再生可能エネルギー,  持続可能な開発,  地球温暖化,  気候変動,  グリーンエネルギー,  環境保護,  持続可能性"
パリ協定,環境負荷,"気候変動,  温室効果ガス,  温暖化,  持続可能性,  再生可能エネルギー,  森林保護,  海洋保護,  持続可能な開発,  削減目標,  環境保護"
パリ協定,政策,"地球温暖化,  グリーンハウス効果,  温室ガス,  持続可能な開発,  再生可能エネルギー,  気候変動適応,  カーボンニュートラル,  森林保護,  持続可能性,  温暖化防止"
パリ協定,背景,"気候変動,  温室効果ガス,  持続可能性,  化石燃料,  温暖化,  環境保護,  温度上昇,  再生可能エネルギー,  森林保護,  国際協力"
パリ協定,課題,"気候変動,  温室効果ガス,  温暖化,  持続可能性,  環境保護,  再生可能エネルギー,  挑戦,  国際協力,  森林伐採,  持続可能な開発"
パリ協定,影響,"温室効果ガス,  気候変動,  持続可能性,  再生可能エネルギー,  カーボンニュートラル,  森林保護,  水資源管理,  気候適応,  パリ協定,  持続可能な開発"
パリ協定,対策,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  温暖化,  二酸化炭素削減,  持続可能な開発,  気候変動適応,  持続可能な消費,  持続可能な生産"
IPCC,持続可能性,"持続可能性,  温室効果ガス,  気候変動,  再生可能エネルギー,  持続可能な開発,  林業,  地球温暖化,  生態系,  バイオダイバーシティ,  持続可能な農業"
IPCC,技術,"エネルギー,  再生可能エネルギー,  カーボンニュートラル,  持続可能性,  炭素削減,  気候変動適応,  地球温暖化,  森林保全,  持続可能な開発,  林業管理"
IPCC,経済,"需要,  供給,  インフレーション,  デフレーション,  経済成長,  失業率,  財政政策,  金融政策,  GDP,  マクロ経済学"
IPCC,環境負荷,"排出量,  持続可能性,  森林伐採,  温室効果ガス,  海面上昇,  汚染,  酸性雨,  生物多様性,  砂漠化,  廃棄物管理"
IPCC,政策,"排出削減,  持続可能性,  対策適応,  温室効果ガス,  持続可能な開発,  気候変動,  森林保護,  再生可能エネルギー,  環境負荷,  排出枠"
IPCC,背景,"気候変動,  科学者,  政府,  地球温暖化,  環境,  パリ協定,  専門家,  気候変動対策,  レポート,  持続可能"
IPCC,課題,"気候変動,  二酸化炭素,  持続可能性,  気温上昇,  自然災害,  化石燃料,  海面上昇,  森林破壊,  温室効果ガス,  絶滅危惧種"
IPCC,影響,"気候変動,  温暖化,  二酸化炭素,  化石燃料,  森林伐採,  海面上昇,  極地,  土地利用,  持続可能性,  絶滅危惧種"
IPCC,対策,"温暖化,  二酸化炭素,  持続可能性,  再生可能エネルギー,  気候変動,  森林保護,  環境保護,  持続可能な開発,  気候変動影響,  温室効果ガス"
エネルギー転換,持続可能性,"持続可能性,  再生可能エネルギー,  炭素排出,  バイオマス,  燃料電池,  グリッド接続,  エネルギー効率,  ポリシー,  資源管理,  グリーンテクノロジー"
