単語,観点,関連語
気象災害,行動,"避難,  避難所,  避難命令,  避難訓練,  避難道路,  避難準備,  避難計画,  避難場所,  避難経路,  避難指示"
気象災害,環境負荷,"気象変動,  地球温暖化,  洪水,  地滑り,  嵐,  雹,  雷雨,  熱波,  塩害,  風害"
環境行動,背景,"環境,  持続可能性,  二酸化炭素,  再生可能エネルギー,  森林伐採,  グリーンエネルギー,  プラスチック削減,  地球温暖化,  環境汚染,  再利用"
環境行動,課題,"環境,  行動,  課題,  持続可能,  資源,  温室効果ガス,  リサイクル,  森林破壊,  海洋汚染,  持続可能性"
環境行動,影響,"気候変動,  持続可能性,  再生可能エネルギー,  リサイクル,  バイオディバーシティ,  CO2排出量,  水資源管理,  グリーンテクノロジー,  持続可能な開発,  環境保護"
環境行動,対策,"温室効果ガス,  再生可能エネルギー,  リサイクル,  持続可能性,  森林保護,  バイオマスエネルギー,  環境保護,  持続可能な開発,  CO2排出削減,  プラスチック削減"
環境行動,要因,環境、気候変動、再生可能エネルギー、廃棄物、生物多様性、リサイクル、持続可能性、環境汚染、二酸化炭素、省エネルギー
環境行動,評価,"環境保護,  CO2排出,  再生可能エネルギー,  持続可能性,  カーボンフットプリント,  リサイクル,  グリーンテクノロジー,  水資源管理,  持続可能な開発,  生物多様性"
環境行動,持続可能性,"環境保護,  再生可能エネルギー,  リサイクル,  持続可能な開発,  森林保護,  CO2排出削減,  バイオ多様性,  持続可能な農業,  海洋保護,  水資源管理"
環境行動,技術,"再生可能エネルギー,  再利用,  再資源化,  冷媒,  バイオディーゼル,  有機栽培,  蓄電池,  燃料電池,  コージェネレーション,  グリーンテクノロジー"
環境行動,経済,"環境,  行動,  経済,  関係,  資源,  エコロジー,  リサイクル,  持続可能性,  排出量,  環境税"
環境行動,国際比較,環境、行動、国際、比較、関係、語彙、挙げる、単語、国、比較
環境行動,行動,省エネ、リサイクル、再生可能エネルギー、廃棄物削減、持続可能性、植林、環境保護、再利用、温室効果ガス削減、廃棄物分別
環境行動,環境負荷,"温室効果ガス,  CO2排出,  持続可能性,  再生可能エネルギー,  バイオ多様性,  大気汚染,  海洋酸性化,  食糧廃棄物,  水資源枯渇,  地域環境影響"
地球環境問題,背景,"破壊,  気候変動,  森林伐採,  廃棄物,  大気汚染,  海洋汚染,  絶滅危惧種,  持続可能性,  再生可能エネルギー,  過剰消費"
地球環境問題,課題,"気候変動,  持続可能性,  公害,  生態系,  リサイクル,  海洋汚染,  森林破壊,  絶滅危惧種,  資源枯渇,  環境保護"
地球環境問題,影響,"気候変動,  森林破壊,  水資源枯渇,  海洋汚染,  大気汚染,  生物多様性低下,  土壌劣化,  廃棄物問題,  過剰消費,  絶滅危惧種"
地球環境問題,対策,省エネ、再生可能エネルギー、リサイクル、廃棄物削減、持続可能性、環境保護、CO2削減、森林保護、気候変動、海洋汚染
地球環境問題,要因,"環境汚染,  気候変動,  森林破壊,  土壌劣化,  廃棄物問題,  水質汚染,  生物多様性減少,  過剰消費,  化石燃料使用,  過度開発"
地球環境問題,評価,環境、温暖化、二酸化炭素、廃棄物、再生可能エネルギー、生態系、森林破壊、海洋汚染、生物多様性、大気汚染
地球環境問題,持続可能性,"持続可能性,  環境保護,  再生可能エネルギー,  バイオディバーシティ,  持続可能な開発,  温室効果ガス,  リサイクル,  持続可能な農業,  持続可能な消費,  持続可能な都市"
地球環境問題,技術,"再生可能エネルギー,  再利用,  カーボンニュートラル,  エコロジカルフットプリント,  バイオ燃料,  持続可能性,  レサイクル,  環境保護,  炭素排出削減,  水資源管理"
地球環境問題,経済,"地球温暖化,  持続可能性,  再生可能エネルギー,  炭素排出,  物質循環,  資源枯渇,  環境税,  グリーンテクノロジー,  カーボンオフセット,  環境規制"
地球環境問題,国際比較,"地球温暖化,  持続可能な開発,  再生可能エネルギー,  水資源管理,  森林破壊,  海洋汚染,  大気汚染,  生物多様性,  プラスチックごみ,  環境保護"
地球環境問題,行動,"廃棄物,  再生可能エネルギー,  持続可能性,  森林伐採,  環境保護,  カーボンフットプリント,  海洋汚染,  気候変動,  地球温暖化,  生物多様性"
地球環境問題,環境負荷,"石油,  森林破壊,  温室効果ガス,  排気ガス,  二酸化炭素,  海洋汚染,  プラスチック廃棄物,  大気汚染,  土壌劣化,  資源枯渇"
エネルギー効率,背景,"省エネ,  再生可能エネルギー,  施策,  機器,  燃料,  蓄電池,  エコモード,  温度調整,  蓄熱,  太陽光発電"
エネルギー効率,課題,省エネ、再生可能エネルギー、断熱、低炭素、電力消費、自然エネルギー、排出削減、効率化、エコノミー、クリーンエネルギー
エネルギー効率,影響,"省エネ,  電力,  効率,  再生可能エネルギー,  省エネ法,  クリーンエネルギー,  カーボンフットプリント,  冷暖房,  消費電力,  グリーンテクノロジー"
エネルギー効率,対策,"省エネ,  施工,  設備,  省エネ法,  冷暖房,  オートマチック,  再生可能エネルギー,  照明,  熱効率,  エコモード"
エネルギー効率,要因,"省エネ,  施設,  機器,  冷却,  施工,  保温,  冷暖房,  照明,  再生可能,  地中"
エネルギー効率,評価,"省エネ,  環境負荷,  輸送効率,  再生可能エネルギー,  エコロジカルフットプリント,  リサイクル,  カーボンフットプリント,  持続可能性,  グリーンテクノロジー,  持続可能な開発"
エネルギー効率,持続可能性,"エネルギー,  効率,  持続可能性,  環境,  再生可能, 省エネ, 温室効果ガス, 再利用, 技術, エコロジー"
エネルギー効率,技術,"省エネ,  再生可能エネルギー,  高効率,  断熱,  発電効率,  冷暖房,  蓄熱,  非常用電源,  グリッド接続,  自家発電"
エネルギー効率,経済,省エネ、再生可能エネルギー、蓄電池、グリーンテクノロジー、エコノミークラス、CO2排出削減、スマートメーター、循環経済、低炭素社会、エネルギー効率向上
エネルギー効率,国際比較,"省エネ,  再生可能エネルギー,  排出量,  グリーンエネルギー,  電力需要,  燃料効率,  持続可能性,  温室効果ガス,  石油依存,  クリーンエネルギー"
エネルギー効率,行動,省エネ、再利用、リサイクル、断熱、LED照明、エコモード、自然光、節水、エコバッグ、バイオマス
エネルギー効率,環境負荷,"エネルギー効率,  節約,  再生可能エネルギー,  カーボンフットプリント,  グリーンエネルギー,  エコロジカルフットプリント,  温室効果ガス,  再利用,  リサイクル,  持続可能性"
電気自動車,背景,"電気,  自動車,  環境,  電力,  バッテリー,  グリーンエネルギー,  充電インフラ,  CO2削減,  ゼロエミッション,  持続可能"
電気自動車,課題,"充電インフラ,  走行距離,  バッテリー寿命,  パワー供給,  充電時間,  コスト,  資源供給,  航続距離,  利用便益,  環境負荷"
電気自動車,影響,"環境保護,  CO2削減,  電力需要,  充電インフラ,  バッテリー技術,  自動運転,  モビリティサービス,  電動化,  再生可能エネルギー,  資源有効利用"
電気自動車,対策,"充電器,  バッテリー,  走行距離,  エコカー,  ゼロエミッション,  リサイクル,  公共充電所,  環境保護,  電力インフラ,  電気自動車普及"
電気自動車,要因,"電気自動車,  バッテリー,  電池,  モーター,  充電器,  航続距離,  電力,  環境,  資源,  充電インフラ"
電気自動車,評価,"評価,  電気自動車,  環境,  走行距離,  充電インフラ,  コスト,  バッテリー寿命,  航続可能距離,  充電時間,  ゼロエミッション"
電気自動車,持続可能性,"持続可能性,  再生可能エネルギー,  ゼロエミッション,  バッテリー,  充電インフラ,  車両排出量,  リサイクル,  エコモビリティ,  電力需要,  カーボンフットプリント"
電気自動車,技術,"電動モーター,  バッテリー,  充電インフラ,  再生ブレーキ,  トルク,  パワーエレクトロニクス,  超高速充電,  電動車両,  リチウムイオン電池,  モビリティサービス"
電気自動車,経済,"電気自動車,  環境,  グリーンエネルギー,  充電インフラ,  ゼロエミッション,  バッテリー,  コスト削減,  持続可能性,  エコノミー,  電力需給"
電気自動車,国際比較,"排出規制,  充電インフラ,  車両性能,  バッテリー技術,  生産規模,  規制政策,  環境配慮,  エコノミー,  自動運転技術,  グリッド連携"
電気自動車,行動,"排出ガス,  電力,  充電,  バッテリー,  航続距離,  環境,  ゼロエミッション,  持続可能性,  充電インフラ,  エコカー"
電気自動車,環境負荷,"二酸化炭素,  バッテリー,  リサイクル,  充電インフラ,  再生可能エネルギー,  鉱物資源,  パフォーマンス,  資源枯渇,  持続可能性,  排出削減"
低炭素社会,背景,"気候変動,  温室効果ガス,  再生可能エネルギー,  エコロジカルフットプリント,  持続可能性,  カーボンニュートラル,  生態系,  リサイクル,  グリーンテクノロジー,  エネルギー効率"
低炭素社会,課題,"気候変動,  温室効果ガス,  再生可能エネルギー,  持続可能性,  グリーンテクノロジー,  リサイクル,  エコロジカルフットプリント,  バイオマス,  ゼロエミッション,  グリーンビルディング"
低炭素社会,影響,"再利用,  再生可能エネルギー,  グリーンテクノロジー,  ゼロエミッション,  バイオ燃料,  カーボンオフセット,  持続可能性,  エコフレンドリー,  ローカルフード,  エネルギー効率"
